og_species,og_family,og_longevity,SE_long,Quality,Site,Lat,Lon,alt_m,Habitat,reference,Exotic,self_incom,Nectar,notes,longev_univisit,long_unv_SE,Duration,sources,mean_long_days,og_species_patch,pollination,sym_RS_scored,Accepted_name,Accepted_name_rank,Accepted_family,Accepted_genus,sym_genus,sym_family,sym_species
Stellera chamaejasme,Thymelaeaceae,NA,NA,NA,NA,27.8,NA,3275,NA,"Zhang ZQ, Z. Y., Sun H. (2011). ""The reproductive biology ofStellera chamaejasme(Thymelaeaceae): A self-incompatible weed with specialized flowers."" Flora 206.",NA,N,NA,NA,NA,NA,NA,songetal20223,11,Stellera chamaejasme,invertebrate,NA,Stellera chamaejasme,species,Thymelaeaceae,Stellera,NA,actinomorphic,actinomorphic
Stellera chamaejasme,Thymelaeaceae,NA,NA,NA,NA,34.91666667,NA,2900,NA,"Wang, Y., Liu, Z., Zhao, Z., Hou, M., Zhang, X. & Lü, W. (2018). Responses of floral longevity to pollination environments in 11 species from two alpine meadows. Biodiversity Science, 26, 510-518.",NA,N,NA,NA,NA,NA,NA,songetal20223,11.8,Stellera chamaejasme,invertebrate,NA,Stellera chamaejasme,species,Thymelaeaceae,Stellera,NA,actinomorphic,actinomorphic
Stenocereus queretaroensis,Cactaceae,NA,NA,NA,NA,19.79835833,NA,900,NA,"Ibarra-Cerden?a CL, I.i.-D.v., Sa?nchez-Cordero V (2005). Pollination ecology of Stenocereus queretaroensis (Cactaceae), a chiropterophilous columnar cactus, in a tropical dry forest of Mexico. Am J Bot, 92, 503–509.",NA,N,NA,NA,NA,NA,NA,songetal20223,0.833333333,Stenocereus queretaroensis,vertebrate,NA,Stenocereus queretaroensis,species,Cactaceae,Stenocereus,NA,actinomorphic zygomorphic,actinomorphic
Strobilanthes kunthianus,Acanthaceae,NA,NA,NA,NA,10.22016667,NA,1581,NA,"Sharma, M.V., Kuriakose, G. & Shivanna, K.R. (2008). Reproductive strategies of Strobilanthes kunthianus, an endemic, semelparous species in southern Western Ghats, India. Botanical Journal of the Linnean Society, 157, 155-163.",NA,Y,NA,NA,NA,NA,NA,songetal20223,2,Strobilanthes kunthianus,invertebrate,NA,NA,NA,NA,NA,NA,actinomorphic,NA
Stryphnodendron adstringens,Fabaceae,NA,NA,NA,NA,-15.86666667,NA,1087.5,NA,"Oliveira, P. & Gibbs, P. (2000). Reproductive biology of woody plants in a cerrado community of Central Brazil. Flora, 195, 311-329.",NA,NA,NA,NA,NA,NA,NA,songetal20223,1,Stryphnodendron adstringens,invertebrate,NA,Stryphnodendron adstringens,species,Fabaceae,Stryphnodendron,NA,actinomorphic zygomorphic,NA
Styrax argenteus,Styracaceae,NA,NA,NA,NA,9.566666667,NA,2572.5,NA,"Wesselingh, R.A., Witteveldt, M., Morissette, J. & den Nijs, H.C.M. (1999). Reproductive ecology of understory species in a tropical montane forest in Costa Rica. Biotropica, 31, 637-645.",NA,Y,NA,NA,NA,NA,NA,songetal20223,1.7,Styrax argenteus,invertebrate,NA,Styrax argenteus,species,Styracaceae,Styrax,actinomorphic,actinomorphic,actinomorphic
Styrax ferrugineus,Styracaceae,NA,NA,NA,NA,-15.86666667,NA,1087.5,NA,"Oliveira, P. & Gibbs, P. (2000). Reproductive biology of woody plants in a cerrado community of Central Brazil. Flora, 195, 311-329.",NA,N,NA,NA,NA,NA,NA,songetal20223,1,Styrax ferrugineus,invertebrate,NA,Styrax ferrugineus,species,Styracaceae,Styrax,actinomorphic,actinomorphic,actinomorphic
Swartzia oblata,Fabaceae,NA,NA,NA,NA,-23.33333333,NA,660,NA,"Pinheiro, M., Brito, V. & Sazima, M. (2018). Pollination biology of melittophilous legume tree species in the Atlantic Forest in Southeast Brazil. Acta Botanica Brasilica, 32, 410-425.",NA,N,NA,NA,NA,NA,NA,songetal20223,2,Swartzia oblata,invertebrate,NA,Swartzia oblata,species,Fabaceae,Swartzia,NA,actinomorphic zygomorphic,NA
Swartzia simplex,Fabaceae,NA,NA,NA,NA,-23.33333333,NA,660,NA,"Pinheiro, M., Brito, V. & Sazima, M. (2018). Pollination biology of melittophilous legume tree species in the Atlantic Forest in Southeast Brazil. Acta Botanica Brasilica, 32, 410-425.",NA,N,NA,NA,NA,NA,NA,songetal20223,1,Swartzia simplex,invertebrate,NA,Swartzia simplex,species,Fabaceae,Swartzia,NA,actinomorphic zygomorphic,NA
Swertia przewalskii,Gentianaceae,NA,NA,NA,NA,37.61252,NA,3200,NA,"Duan, Y. & Liu, J. (2003). Floral syndrome and insect pollination of the Qinghai-Tibet Plateau endemic Swertia przewalskii (Gentianaceae). Acta Phytotaxonomica Sinica, 41, 465-474.",NA,Y,NA,NA,NA,NA,NA,songetal20223,6.3,Swertia przewalskii,invertebrate,NA,Swertia przewalskii,species,Gentianaceae,Swertia,actinomorphic zygomorphic,actinomorphic zygomorphic,NA
Swertia punicea,Gentianaceae,NA,NA,NA,NA,27.90138889,NA,3325,NA,"Gao, J., Yingze, X. & Huang, S.-Q. (2015). Effects of floral sexual investment and dichogamy on floral longevity. Journal of Plant Ecology, 8, 116-121.",NA,NA,NA,NA,NA,NA,NA,songetal20223,2.67,Swertia punicea,invertebrate,NA,Swertia punicea,species,Gentianaceae,Swertia,actinomorphic zygomorphic,actinomorphic zygomorphic,NA
Symbolanthus  pulcherrimus,Gentianaceae,NA,NA,NA,NA,10.30944444,NA,1575,NA,"Stratton, D.A. (1989). Longevity of Individual Flowers in a Costa Rican Cloud Forest: Ecological Correlates and Phylogenetic Constraints. Biotropica, 21, 308-318.",NA,NA,NA,NA,NA,NA,NA,songetal20223,6,Symbolanthus pulcherrimus,vertebrate,NA,Symbolanthus pulcherrimus,species,Gentianaceae,Symbolanthus,NA,actinomorphic zygomorphic,NA
Symplocos  limoncillo,Symplocaceae,NA,NA,NA,NA,10.24277778,NA,1450,NA,"Stratton, D.A. (1989). Longevity of Individual Flowers in a Costa Rican Cloud Forest: Ecological Correlates and Phylogenetic Constraints. Biotropica, 21, 308-318. Wyatt R , Broyles S B . The weedy tropical milkweeds Asclepias curassavica and A. fruticosa are self-compatible. Biotropica, 1997, 29(2):232-234.",NA,NA,NA,NA,NA,NA,NA,songetal20223,1.1,Symplocos limoncillo,invertebrate,NA,Symplocos limoncillo,species,Symplocaceae,Symplocos,actinomorphic,actinomorphic,actinomorphic
Symplocos rhamnifolia_female,Symplocaceae,NA,NA,NA,NA,-15.86666667,NA,1087.5,NA,"Oliveira, P. & Gibbs, P. (2000). Reproductive biology of woody plants in a cerrado community of Central Brazil. Flora, 195, 311-329.",NA,N,NA,_female,NA,NA,NA,songetal20223,1,Symplocos rhamnifolia,invertebrate,NA,Symplocos rhamnifolia,species,Symplocaceae,Symplocos,actinomorphic,actinomorphic,actinomorphic
Syngonanthus caulescens,Eriocaulaceae,NA,NA,NA,NA,8.933333333,NA,74,NA,"Ramirez, N. & Brito, Y. (1992). Pollination biology in a palm swamp community in the Venezuelan Central Plains. Botanical Journal of the Linnean Society, 110, 277-302. Ramirez, N. & Brito, Y. (1990). Reproductive biology of a tropical palm swamp community in the venezuelan llanos, American Journal of Botany, 77: 1260-1271",NA,NA,NA,NA,NA,NA,NA,songetal20223,0.5,Syngonanthus caulescens,invertebrate,NA,Syngonanthus caulescens,species,Eriocaulaceae,Syngonanthus,actinomorphic,actinomorphic zygomorphic,actinomorphic
Tabebuia haemantha,Bignoniaceae,NA,NA,NA,NA,18.09694444,NA,NA,NA,"Astrid Kodric-Brown, J.H.B., Gregory S. Byers and David F. Gori (1984). Organization of a tropical island community of humming? birds and flowers. Ecology, 65, 1358-1368.",NA,N,NA,NA,NA,NA,NA,songetal20223,0.5,Tabebuia haemantha,vertebrate,NA,Tabebuia haemantha,species,Bignoniaceae,Tabebuia,zygomorphic,actinomorphic zygomorphic,zygomorphic
Tabebuia ochracea,Bignoniaceae,NA,NA,NA,NA,-15.86666667,NA,1087.5,NA,"Oliveira, P. & Gibbs, P. (2000). Reproductive biology of woody plants in a cerrado community of Central Brazil. Flora, 195, 311-329.",NA,N,NA,NA,NA,NA,NA,songetal20223,2.5,Tabebuia ochracea,invertebrate,NA,Tabebuia ochracea,species,Bignoniaceae,Tabebuia,zygomorphic,actinomorphic zygomorphic,zygomorphic
Tabebuia schumanniana,Bignoniaceae,NA,NA,NA,NA,18.09694444,NA,NA,NA,"Astrid Kodric-Brown, J.H.B., Gregory S. Byers and David F. Gori (1984). Organization of a tropical island community of humming? birds and flowers. Ecology, 65, 1358-1368.",NA,N,NA,NA,NA,NA,NA,songetal20223,0.5,Tabebuia schumanniana,vertebrate,NA,Tabebuia schumanniana,species,Bignoniaceae,Tabebuia,zygomorphic,actinomorphic zygomorphic,zygomorphic
Tabernaemontana  sp.,Apocynaceae,NA,NA,NA,NA,10.24277778,NA,1450,NA,"Stratton, D.A. (1989). Longevity of Individual Flowers in a Costa Rican Cloud Forest: Ecological Correlates and Phylogenetic Constraints. Biotropica, 21, 308-318. Wyatt R , Broyles S B . The weedy tropical milkweeds Asclepias curassavica and A. fruticosa are self-compatible. Biotropica, 1997, 29(2):232-234.",NA,NA,NA,NA,NA,NA,NA,songetal20223,4.3,Tabernaemontana sp.,invertebrate,NA,Tabernaemontana,genus,Apocynaceae,Tabernaemontana,actinomorphic,actinomorphic zygomorphic,NA
Tamarix ramosissima,Tamaricaceae,NA,NA,NA,NA,39.35,NA,1374,NA,"Chen, M. & Zhao, X.Y. (2015). Pollen limitation and breeding system of Tamarix ramosissima (Ledeb) in patched habitats. South African Journal of Botany, 99, 36-43.",NA,Y,NA,NA,NA,NA,NA,songetal20223,2.5,Tamarix ramosissima,invertebrate,NA,Tamarix ramosissima,species,Tamaricaceae,Tamarix,actinomorphic,actinomorphic,actinomorphic
Tamarix ramosissima,Tamaricaceae,NA,NA,NA,NA,44.71916667,NA,363,NA,"Liu, J., Zhou, Y., Shi, X., Li, R., Shanlin, Y. & Meng, F. (2017). Bi-seasonal flowering phenology reproductive  features of Tamarix ramosissima. Acta Botanica Boreali-Occidentalia Sinica, 37, 1839-1846.",NA,Y,NA,NA,NA,NA,NA,songetal20223,1,Tamarix ramosissima,invertebrate,NA,Tamarix ramosissima,species,Tamaricaceae,Tamarix,actinomorphic,actinomorphic,actinomorphic
Taraxacum deorum,Asteraceae,NA,NA,NA,NA,40.06666667,NA,2675,NA,"Makrodimos, N., Blionis, G.J., Krigas, N. & Vokou, D. (2008). Flower morphology, phenology and visitor patterns in an alpine community on Mt Olympos, Greece. Flora, 203, 449-468.",NA,NA,NA,NA,NA,NA,NA,songetal20223,3,Taraxacum deorum,NA,NA,Taraxacum deorum,species,Asteraceae,Taraxacum,actinomorphic,actinomorphic zygomorphic,actinomorphic
Taraxacum mongolicum,Asteraceae,NA,NA,NA,NA,34.91666667,NA,2900,NA,"Wang, Y., Liu, Z., Zhao, Z., Hou, M., Zhang, X. & Lü, W. (2018). Responses of floral longevity to pollination environments in 11 species from two alpine meadows. Biodiversity Science, 26, 510-518.",NA,N,NA,NA,NA,NA,NA,songetal20223,4.7,Taraxacum mongolicum,invertebrate,NA,Taraxacum mongolicum,species,Asteraceae,Taraxacum,actinomorphic,actinomorphic zygomorphic,actinomorphic
Taraxacum mongolicum,Asteraceae,NA,NA,NA,NA,35.96666667,NA,3600,NA,"Wang, Y., Liu, Z., Zhao, Z., Hou, M., Zhang, X. & Lü, W. (2018). Responses of floral longevity to pollination environments in 11 species from two alpine meadows. Biodiversity Science, 26, 510-518.",NA,N,NA,NA,NA,NA,NA,songetal20223,5.6,Taraxacum mongolicum,invertebrate,NA,Taraxacum mongolicum,species,Asteraceae,Taraxacum,actinomorphic,actinomorphic zygomorphic,actinomorphic
Tarenna asiatica,Rubiaceae,NA,NA,NA,NA,12.06666667,NA,3,NA,"Nayak, K.G. & Davidar, P. (2010). Pollination and breeding systems of woody plant species in tropical dry evergreen forests, southern India. Flora - Morphology, Distribution, Functional Ecology of Plants, 205, 745-753.",NA,Y,NA,NA,NA,NA,NA,songetal20223,1,Tarenna asiatica,invertebrate,NA,Tarenna asiatica,species,Rubiaceae,Tarenna,actinomorphic,actinomorphic zygomorphic,actinomorphic
Telipogon peruvianus,Orchidaceae,NA,NA,NA,NA,-13.59223333,NA,3083,NA,"Martel, C., Cairampoma, L., Stauffer, F.W. & Ayasse, M. (2016). Telipogon peruvianus (Orchidaceae) Flowers Elicit Pre-Mating Behaviour in Eudejeania (Tachinidae) Males for Pollination. Plos One, 11, e0165896.",NA,Y,NA,NA,NA,NA,NA,songetal20223,33,Telipogon peruvianus,invertebrate,NA,Telipogon peruvianus,species,Orchidaceae,Telipogon,NA,actinomorphic zygomorphic,zygomorphic
Terminalia fagifolia,Combretaceae,NA,NA,NA,NA,-15.86666667,NA,1087.5,NA,"Oliveira, P. & Gibbs, P. (2000). Reproductive biology of woody plants in a cerrado community of Central Brazil. Flora, 195, 311-329.",NA,NA,NA,NA,NA,NA,NA,songetal20223,1,Terminalia fagifolia,invertebrate,NA,Terminalia fagifolia,species,Combretaceae,Terminalia,actinomorphic zygomorphic,actinomorphic zygomorphic,NA
Thalia geniculata,Marantaceae,NA,NA,NA,NA,8.933333333,NA,74,NA,"Ramirez, N. & Brito, Y. (1992). Pollination biology in a palm swamp community in the Venezuelan Central Plains. Botanical Journal of the Linnean Society, 110, 277-302. Ramirez, N. & Brito, Y. (1990). Reproductive biology of a tropical palm swamp community in the venezuelan llanos, American Journal of Botany, 77: 1260-1271",NA,NA,NA,NA,NA,NA,NA,songetal20223,0.333333333,Thalia geniculata,invertebrate,NA,Thalia geniculata,species,Marantaceae,Thalia,zygomorphic,actinomorphic zygomorphic,zygomorphic
Thelymitra venosa,Orchidaceae,NA,NA,NA,NA,-43.01666667,NA,700,NA,"Primack, R.B. (1983). Insect pollination in the New Zealand mountain flora. New Zealand Journal of Botany, 21, 317-333.",NA,Y,NA,NA,NA,NA,NA,songetal20223,6,Thelymitra venosa,invertebrate,NA,Thelymitra venosa,species,Orchidaceae,Thelymitra,zygomorphic,actinomorphic zygomorphic,NA
Thymus boissieri,Lamiaceae,NA,NA,NA,NA,40.06666667,NA,2675,NA,"Makrodimos, N., Blionis, G.J., Krigas, N. & Vokou, D. (2008). Flower morphology, phenology and visitor patterns in an alpine community on Mt Olympos, Greece. Flora, 203, 449-468.",NA,NA,NA,NA,NA,NA,NA,songetal20223,11.2,Thymus boissieri,invertebrate,NA,Thymus boissieri,species,Lamiaceae,Thymus,zygomorphic,actinomorphic zygomorphic,NA
Tibetia himalaica,Fabaceae,NA,NA,NA,NA,34.91666667,NA,2900,NA,"Wang, Y., Liu, Z., Zhao, Z., Hou, M., Zhang, X. & Lü, W. (2018). Responses of floral longevity to pollination environments in 11 species from two alpine meadows. Biodiversity Science, 26, 510-518.",NA,Y,NA,NA,NA,NA,NA,songetal20223,3,Tibetia himalaica,invertebrate,NA,Tibetia himalaica,species,Fabaceae,Tibetia,NA,actinomorphic zygomorphic,NA
Tilesia baccata,Asteraceae,NA,NA,NA,NA,-20.75194444,NA,690,NA,"Fonseca, R.S., Campos, L.A.d.O. & Vieira, M.F. (2013). Melittophily and ornithochory in Tilesia baccata (L.f.) Pruski: An Asteraceae of the Atlantic Forest understory with fleshy fruits. Flora - Morphology, Distribution, Functional Ecology of Plants, 208, 370-380.",NA,N,NA,NA,NA,NA,NA,songetal20223,1.5,Tilesia baccata,invertebrate,NA,Tilesia baccata,species,Asteraceae,Tilesia,NA,actinomorphic zygomorphic,actinomorphic
Tillandsia deppeana,Bromeliaceae,NA,NA,NA,NA,19.5,NA,1280,NA,"Lara, C. & Ornelas, J.F. (2002). Flower mites and nectar production in six hummingbird-pollinated plants with contrasting flower longevities. Canadian Journal of Botany, 80, 1216-1229.",NA,Y,NA,NA,NA,NA,NA,songetal20223,1,Tillandsia deppeana,vertebrate,NA,Tillandsia deppeana,species,Bromeliaceae,Tillandsia,actinomorphic zygomorphic,actinomorphic zygomorphic,NA
Tillandsia heterophylla,Bromeliaceae,NA,NA,NA,NA,19.53147222,NA,1478,NA,"Aguilar-Rodríguez, P.A., Kr?mer, T., García-Franco, J.G. & MacSwiney G, M.C. (2016). From dusk till dawn: nocturnal and diurnal pollination in the epiphyte Tillandsia heterophylla (Bromeliaceae). Plant Biology, 18, 37-45.",NA,Y,NA,NA,NA,NA,NA,songetal20223,0.645833333,Tillandsia heterophylla,vertebrate,NA,Tillandsia heterophylla,species,Bromeliaceae,Tillandsia,actinomorphic zygomorphic,actinomorphic zygomorphic,NA
Tillandsia macropetala,Bromeliaceae,NA,NA,NA,NA,19.52025,NA,1486,NA,"Adrian Aguilar-Rodriguez, P., MacSwiney G, M.C., Kroemer, T., Garcia-Franco, J.G., Knauer, A. & Kessler, M. (2014). First record of bat-pollination in the species-rich genus Tillandsia (Bromeliaceae). Annals of Botany, 113, 1047-1055.",NA,Y,NA,NA,NA,NA,NA,songetal20223,1.416666667,Tillandsia macropetala,vertebrate,NA,Pseudalcantarea macropetala,species,Bromeliaceae,Pseudalcantarea,zygomorphic,actinomorphic zygomorphic,NA
Tillandsia utriculata,Bromeliaceae,NA,NA,NA,NA,18.09694444,NA,NA,NA,"Astrid Kodric-Brown, J.H.B., Gregory S. Byers and David F. Gori (1984). Organization of a tropical island community of humming? birds and flowers. Ecology, 65, 1358-1368.",NA,Y,NA,NA,NA,NA,NA,songetal20223,0.5,Tillandsia utriculata,vertebrate,NA,Tillandsia utriculata,species,Bromeliaceae,Tillandsia,actinomorphic zygomorphic,actinomorphic zygomorphic,NA
Tococa guianensis,Melastomataceae,NA,NA,NA,NA,-18.91444444,NA,895,NA,"Cardoso, J.C.F., de Deus, F.F., Silva, S.C.S. & Oliveira, P.E. (2018). Bow to the middle: reproductive system and style behaviour of Tococa guianensis, a widespread Melastomataceae from the Neotropics. Plant Systematics and Evolution, 304, 259-267.",NA,N,NA,NA,NA,NA,NA,songetal20223,1,Tococa guianensis,invertebrate,NA,Miconia tococa,species,Melastomataceae,Miconia,actinomorphic zygomorphic,actinomorphic zygomorphic,NA
Tocoyena formosa,Rubiaceae,NA,NA,NA,NA,-15.86666667,NA,1087.5,NA,"Oliveira, P. & Gibbs, P. (2000). Reproductive biology of woody plants in a cerrado community of Central Brazil. Flora, 195, 311-329.",NA,N,NA,NA,NA,NA,NA,songetal20223,2,Tocoyena formosa,invertebrate,NA,Tocoyena formosa,species,Rubiaceae,Tocoyena,NA,actinomorphic zygomorphic,NA
Tolumnia guibertiana,Orchidaceae,NA,NA,NA,NA,21.92777778,NA,10,NA,"Vale, ?., Navarro, L., Rojas, D. & ?Lvarez, J.C. (2011). Breeding system and pollination by mimicry of the orchid Tolumnia guibertiana in Western Cuba. Plant Species Biology, 26, 163-173.",NA,N,NA,NA,NA,NA,NA,songetal20223,19.8,Tolumnia guibertiana,invertebrate,NA,Tolumnia guibertiana,species,Orchidaceae,Tolumnia,NA,actinomorphic zygomorphic,zygomorphic
Tovomita nicaraguensis,Clusiaceae,NA,NA,NA,NA,10.24277778,NA,1450,NA,"Stratton, D.A. (1989). Longevity of Individual Flowers in a Costa Rican Cloud Forest: Ecological Correlates and Phylogenetic Constraints. Biotropica, 21, 308-318. Wyatt R , Broyles S B . The weedy tropical milkweeds Asclepias curassavica and A. fruticosa are self-compatible.[J]. Biotropica, 1997, 29(2):232-234.",NA,NA,NA,NA,NA,NA,NA,songetal20223,4.2,Tovomita nicaraguensis,invertebrate,NA,Chrysochlamys nicaraguensis,species,Clusiaceae,Chrysochlamys,NA,actinomorphic zygomorphic,NA
Trembleya laniflora,Melastomataceae,NA,NA,NA,NA,-19.295,NA,1303,NA,"Soares, N.C. & Morellato, L.P.C. (2018). Crepuscular pollination and reproductive ecology of Trembleya laniflora (Melastomataceae), an endemic species in mountain rupestrian grasslands. Flora, 238, 138-147.",NA,N,NA,NA,NA,NA,NA,songetal20223,2.87,Trembleya laniflora,invertebrate,NA,Microlicia laniflora,species,Melastomataceae,Microlicia,actinomorphic zygomorphic,actinomorphic zygomorphic,NA
Trifolium repens,Fabaceae,NA,NA,NA,NA,27.90138889,NA,3325,NA,"Gao, J., Yingze, X. & Huang, S.-Q. (2015). Effects of floral sexual investment and dichogamy on floral longevity. Journal of Plant Ecology, 8, 116-121.",NA,NA,NA,NA,NA,NA,NA,songetal20223,3.55,Trifolium repens,invertebrate,NA,Trifolium repens,species,Fabaceae,Trifolium,zygomorphic,actinomorphic zygomorphic,zygomorphic
Trillium erectum,Melanthiaceae,NA,NA,NA,NA,44.02958889,NA,311,NA,"Sage, T.L., Griffin, S.R., Pontieri, V., Drobac, P., Cole, W.W. & Barrett, S.C.H. (2001). Stigmatic Self-Incompatibility and Mating Patterns in Trillium grandiflorum and Trillium erectum(Melanthiaceae). Annals of Botany, 88, 829-841.",NA,Y,NA,NA,NA,NA,NA,songetal20223,16.2,Trillium erectum,invertebrate,NA,Trillium erectum,species,Melanthiaceae,Trillium,actinomorphic,actinomorphic zygomorphic,actinomorphic
Trillium grandiflorum,Melanthiaceae,NA,NA,NA,NA,44.05,NA,249,NA,"Darling, E. & Barrett, S. (2011). SIT-AND-WAIT POLLINATION IN THE SPRING FLOWERING WOODLAND PLANT, TRILLIUM GRANDIFLORUM. Journal of Pollination Ecology, 5, 81-85.",NA,N,NA,NA,NA,NA,NA,songetal20223,19,Trillium grandiflorum,invertebrate,NA,Trillium grandiflorum,species,Melanthiaceae,Trillium,actinomorphic,actinomorphic zygomorphic,actinomorphic
Trillium grandiflorum,Melanthiaceae,NA,NA,NA,NA,44.02958889,NA,311,NA,"Sage, T.L., Griffin, S.R., Pontieri, V., Drobac, P., Cole, W.W. & Barrett, S.C.H. (2001). Stigmatic Self-Incompatibility and Mating Patterns in Trillium grandiflorum and Trillium erectum(Melanthiaceae). Annals of Botany, 88, 829-841.",NA,N,NA,NA,NA,NA,NA,songetal20223,17,Trillium grandiflorum,invertebrate,NA,Trillium grandiflorum,species,Melanthiaceae,Trillium,actinomorphic,actinomorphic zygomorphic,actinomorphic
Tristerix corymbosus,Loranthaceae,NA,NA,NA,NA,-41.13333333,NA,785,NA,"Aizen, M. (2005). Breeding system of Tristerix corymbosus (Loranthaceae), a winter-flowering mistletoe from the southern Andes. Australian Journal of Botany. Aizen, M.A. (2003). Influences of animal pollination and seed dispersal on winter flowering in a temperate mistletoe. Ecology, 84, 2613-2627.",NA,Y,NA,NA,NA,NA,NA,songetal20223,7.665,Tristerix corymbosus,vertebrate,NA,Tristerix corymbosus,species,Loranthaceae,Tristerix,actinomorphic,actinomorphic zygomorphic,actinomorphic
Trollius europaeus,Ranunculaceae,NA,NA,NA,NA,45.05,NA,2300,NA,"Jaeger, N. & Després, L. (1998). Obligate mutualism between Trollius europaeus and its seed-parasite pollinators Chiastocheta flies in the Alps. Comptes Rendus de l'Académie des Sciences - Series III - Sciences de la Vie, 321, 789-796.",NA,N,NA,NA,NA,NA,NA,songetal20223,5,Trollius europaeus,invertebrate,NA,Trollius europaeus,species,Ranunculaceae,Trollius,actinomorphic,actinomorphic zygomorphic,actinomorphic
